1999	384,4	26,60	5024	N3
1999	485,4	31,90	6023	NA
1999	497,9	33,30	6287	N12
1999	632,0	42,06	7941	NA
1999	301,3	17,11	3231	NA
1999	553,3	37,34	7278	A1
1999	244,7	16,90	3328	A1
1999	573,0	38,16	7628	NA
1999	451,1	35,52	7030	NA
1999	582,5	41,48	8292	A1
1999	627,8	43,17	8457	A2
1999	579,1	40,64	8002	A2
1999	542,6	36,37	7343	A1
1999	538,0	37,28	7564	NA
1999	507,0	37,80	7670	O13
1999	534,3	36,54	7341	A1
1999	445,7	32,38	6505	NA
1999	531,8	42,02	8274	A2
1999	543,1	40,02	7920	NA
1999	559,0	43,66	8706	A1
1999	375,5	30,56	6140	A2
1999	438,3	34,79	7059	A2
1999	452,3	34,09	7019	O13
1999	528,9	38,01	7788	A2
1999	564,0	44,25	9598	S1
1999	554,4	40,00	8276	NA
2000	548,7	41,48	8707	A2
2000	471,3	36,22	7530	NA
2000	513,7	37,15	7835	NA
2000	536,0	37,92	7997	A2
2000	583,0	43,19	9109	A1
2000	572,4	40,41	8765	A1
2000	549,4	39,03	8700	O13
2000	589,0	40,91	9201	A2
2000	405,0	28,62	6551	A2
2000	535,0	38,46	8803	A1
2000	558,0	38,96	8879	A2
2000	603,0	45,15	10290	A2
2000	495,0	36,96	8349	A1
2000	613,0	40,70	9153	A2
2000	452,0	29,63	6812	O13
2000	397,1	29,59	6803	NA
2000	554,0	34,89	8021	A1
2000	583,0	38,41	8984	A1
2000	592,0	41,64	9865	A1
2000	557,0	40,35	9680	O13
2000	419,0	28,37	6834	NA
2000	521,0	33,95	8250	N1
2000	655,0	38,95	9305	A2
2000	557,0	35,34	8499	NA
2000	566,0	37,46	9009	NA
2000	463,0	30,11	7163	A1
2000	610,0	41,44	9817	A2
2000	570,0	38,82	9274	NA
2000	552,0	35,20	8374	A1
2000	553,0	44,05	10480	A1
2000	404,0	29,00	6943	NA
2000	567,0	40,71	12041	E5
2000	533,0	36,39	10664	NA
2000	588,0	44,08	11674	O1
2000	573,0	38,93	9261	A1
2000	487,0	32,49	7924	A1
2000	490,0	39,26	9576	A1
2000	526,0	36,48	8861	A2
2000	491,0	34,84	8497	A2
2000	540,0	37,83	9227	A2
2000	573,0	39,20	9561	A1
2000	544,0	36,81	9052	NA
2000	561,0	42,80	10182	A1
2000	550,0	40,15	9552	A1
2000	543,0	41,13	9785	A1
2000	540,0	39,17	8770	A1
2000	400,0	29,34	6540	NA
2000	638,0	40,33	8772	NA
2001	492,0	36,13	7837	A1
2001	564,0	40,76	8800	A1
2001	534,0	38,73	8555	A1
2001	546,0	43,14	9530	A1
2001	532,0	39,75	8980	A2
2001	592,0	39,98	9415	A3
2001	646,0	42,60	9879	A2
2001	587,0	41,54	9633	A2
2001	497,0	32,95	7608	A2
2001	553,0	40,95	9210	A1
2001	555,0	36,04	8105	O13
2001	585,0	40,26	9175	O13
2001	588,0	42,08	10053	A1
2001	451,0	31,55	7537	A1
2001	535,0	38,44	9376	A1
2001	599,0	42,02	10333	A1
2001	545,0	37,20	9222	A1
2001	607,0	42,35	10499	NA
2001	542,0	37,88	9163	A2
2001	499,0	35,45	8469	A2
2001	433,0	29,10	6603	A1
2001	607,0	36,76	8194	A1
2001	643,0	40,00	8916	A1
2001	495,0	31,96	7156	NA
2001	553,0	36,54	8218	M2
2001	567,0	35,60	7793	A2
2001	441,0	27,31	6060	A1
2001	525,0	33,80	7534	O13
2001	588,0	32,78	7372	NA
2001	542,0	35,27	7862	A2
2001	589,0	39,74	8898	A2
2001	506,0	37,26	8529	A2
2001	474,0	31,97	7350	A1
2001	501,0	36,98	8465	A1
2001	576,0	39,11	8600	A1
2001	399,0	26,82	5874	G1
2001	431,0	30,04	7118	NA
2001	695,0	42,52	9180	A2
2001	623,0	42,09	8793	A2
2001	561,0	38,98	8260	NA
2001	566,0	42,73	8798	A1
2001	460,0	36,35	7448	A2
2001	508,0	38,11	7694	A2
2001	497,0	39,24	7883	A2
2001	541,0	41,01	8280	NA
2001	551,0	41,98	8476	A1
2001	512,0	39,49	7894	NA
2002	579,0	44,72	8940	A1
2002	556,0	41,83	8487	S2
2002	433,0	31,50	6486	NA
2002	562,0	42,07	8662	A1
2002	491,0	36,09	7431	A1
2002	546,0	38,43	7874	A2
2002	683,0	43,16	9016	S3
2002	504,0	38,07	7991	A1
2002	533,0	40,74	8837	A1
2002	620,0	44,41	9721	A1
2002	541,0	40,39	8963	A1
2002	532,0	36,91	8190	M1
2002	511,0	34,94	7718	NA
2002	586,0	39,68	8805	A1
2002	583,0	41,61	9233	A1
2002	484,0	35,17	7699	A2
2002	573,0	39,42	8511	O13
2002	597,0	40,35	8792	A1
2002	525,0	38,23	8674	A1
2002	523,0	33,35	7701	M3
2002	540,0	36,97	8573	NA
2002	586,0	38,90	8982	A1
2002	469,0	31,04	7260	NA
2002	521,0	32,99	7716	NA
2002	584,0	37,18	8771	O2
2002	534,0	36,55	8622	A2
2002	548,0	39,77	9382	A2
2002	518,0	36,30	8636	A1
2002	553,0	42,30	10063	A2
2002	549,0	39,01	8734	A2
2002	535,0	40,98	9134	A2
2003	482,0	38,46	9265	O13
2003	474,0	35,32	7979	E3
2003	640,0	40,57	9043	A2
2003	541,0	35,08	7925	A2
2003	609,0	38,17	8890	NA
2003	215,0	13,53	3178	S4
2003	604,0	36,38	8546	S5
2003	714,0	44,56	10690	S3
2003	583,0	36,50	8793	O3
2003	551,0	35,23	8205	O3
2003	507,0	35,00	8012	M1
2003	563,0	39,36	9010	E4
2004	550,0	37,94	8745	O4
2004	542,0	39,69	9283	O4
2004	502,0	35,07	8343	O3
2004	579,0	40,71	9893	E2
2004	592,0	40,81	10182	NA
2004	500,0	31,07	6793	NA
2004	130,0	8,26	1806	NA
2004	310,0	19,01	4675	NA
2004	615,0	38,69	9785	M2
2004	601,0	36,84	9243	M4
2004	659,0	41,64	10364	O3
2004	582,0	37,18	9259	E2
2004	577,0	41,26	10233	E2
2004	565,0	40,80	10196	M4
2004	565,0	39,90	9896	E2
2004	592,0	42,28	10693	O3
2004	542,0	39,98	10196	E2
2004	578,0	42,86	10630	E2
2004	556,0	42,34	10247	E2
2004	557,0	42,92	10468	O5
2004	560,0	43,38	10060	O3
2004	526,0	38,73	9059	E1
2005	563,0	43,65	10258	E2
2005	446,0	33,71	7787	J1
2005	568,0	41,23	9891	O3
2005	527,0	39,44	9466	E2
2005	497,0	41,55	9764	T1
2005	557,0	42,93	10514	O3
2005	550,0	40,51	9926	E2
2005	566,0	41,42	10517	E1
2005	582,0	42,24	10983	E2
2005	619,0	43,13	11128	E2
2005	513,0	37,46	9664	E2
2005	602,0	40,61	10397	E2
2005	542,0	39,64	10144	O3
2005	578,0	38,77	9999	O3
2005	585,0	45,07	11714	E3
2005	578,0	39,10	10318	O3
2005	552,0	36,77	10148	E2
2005	326,0	19,34	4834	M5
2005	406,0	21,44	5895	M6
2005	376,0	22,99	5593	M7
2005	507,0	29,73	7200	M6
2005	457,0	25,80	6295	M5
2005	673,0	44,72	12252	E2
2005	629,0	39,00	10667	J2
2005	556,0	40,98	11637	E2
2005	557,0	38,29	11100	O3
2005	516,0	39,40	11149	E2
2005	610,0	43,58	11898	E2
2005	533,0	41,93	11191	E1
2005	600,0	43,77	11463	E1
2005	515,0	37,18	9626	E1
2005	611,0	46,60	11925	E1
2005	607,0	44,68	11344	E1
2005	664,0	46,14	11715	E1
2005	526,0	40,22	10333	E1
2005	545,0	41,50	10495	E1
2006	526,0	37,35	9595	E1
2006	585,0	46,47	12170	E1
2006	599,0	47,70	12683	E1
2006	581,0	45,27	11901	E1
2006	608,0	45,36	11517	E1
2006	607,0	45,93	11753	E1
2006	618,0	46,04	12012	E1
2006	588,0	45,25	11987	E1
2006	610,0	46,06	12754	E1
2006	541,0	39,15	10567	E1
2006	685,0	46,72	13124	E1
2006	565,0	45,09	12936	E1
2006	631,0	45,15	12637	E1
2006	627,0	44,56	12695	E1
2006	589,0	41,91	12401	O3
2006	612,0	40,25	11990	E1
2006	658,0	44,26	13318	E1
2006	721,0	44,42	13366	E1
2006	532,0	31,02	9334	E1
2006	293,0	19,86	5867	NA
2006	658,0	44,67	13173	E1
2006	632,0	43,72	12500	E1
2006	605,0	44,03	11884	E1
2006	704,0	44,23	11717	E1
2006	645,0	43,86	11619	E2
2006	621,0	46,91	12051	E1
2006	570,0	44,63	11287	E1
2006	579,0	45,38	11386	E1
2006	525,0	41,48	10324	E1
2006	623,0	48,07	11965	E1
2006	580,0	46,01	11498	E1
2007	519,0	42,30	10571	E1
2007	539,0	43,79	10286	E1
2007	573,0	43,56	10232	E1
2007	638,0	46,93	11305	E6
2007	714,0	48,60	12340	M8
2007	590,0	45,13	11097	E7
2007	616,0	44,52	11309	E1
2007	588,0	45,61	11580	E1
2007	592,0	44,01	11570	E1
2007	605,0	46,06	12247	E1
2007	628,0	42,39	11272	E1
2007	658,0	47,56	12836	E1
2007	709,0	49,18	13667	E1
2007	664,0	46,55	12983	E1
2007	689,0	44,04	12415	E1
2007	659,0	43,96	12173	E1
2007	227,0	15,00	4154	E8
2007	625,0	41,42	11469	E1
2007	666,0	42,60	11756	E1
2007	610,0	43,87	12235	E1
2007	609,0	45,68	12235	E1
2007	612,0	43,41	12194	E1
2007	625,0	42,99	12076	E1
2007	647,0	47,19	13067	E1
2007	572,0	44,81	12587	E1
2007	648,0	46,92	13368	E1
2007	552,0	44,91	12930	E1
2007	558,0	45,15	12999	E1
2007	534,0	43,28	12374	E1
2007	336,0	28,54	8274	O6
2008	386,0	25,81	7482	O7
2008	576,0	42,63	12358	E1
2008	577,0	45,29	12994	E1
2008	546,0	43,49	12477	E1
2008	563,0	42,91	12740	E1
2008	638,0	43,45	12987	E1
2008	581,0	45,33	13504	E1
2008	478,0	35,93	10740	M8
2008	627,0	44,33	12940	E1
2008	561,0	37,29	10885	E1
2008	627,0	43,63	12736	E1
2008	558,0	42,56	12636	E1
2008	590,0	42,63	12998	E1
2008	636,0	42,36	13000	E1
2008	490,0	35,14	10784	E1
2008	683,0	45,92	14093	E1
2008	579,0	42,47	13246	E1
2008	544,0	39,07	12186	E1
2008	647,0	43,48	13387	E1
2008	229,0	16,40	4935	E1
2008	571,0	35,22	10566	NA
2008	607,0	40,90	12184	E1
2008	544,0	37,51	11489	O8
2008	166,0	11,20	3490	O9
2008	556,0	37,58	11233	M9
2008	614,0	45,35	13691	E1
2008	614,0	42,22	12746	E1
2008	601,0	46,34	13897	E1
2008	564,0	42,30	12432	E1
2008	647,0	42,30	12474	E1
2008	422,0	31,46	8711	E9
2008	593,0	40,60	10999	G2
2008	586,0	44,22	11493	G2
2008	521,0	42,36	10670	G3
2008	564,0	44,91	10954	G4
2008	515,0	38,48	9077	O3
2009	622,0	47,71	10778	G3
2009	605,0	43,16	10570	O3
2009	305,0	21,60	5635	NA
2009	290,0	23,05	6014	M10
2009	477,7	36,90	10515	J3
2009	528,0	37,48	9516	G2
2009	572,0	42,49	10958	G2
2009	530,0	41,15	10654	G3
2009	461,0	33,72	8966	G2
2009	477,0	35,46	9464	G3
2009	593,0	40,13	10992	O3
2009	607,0	41,67	12038	G3
2009	649,5	46,54	14330	G2
2009	580,8	40,76	11857	G3
2009	603,0	42,05	12401	G3
2009	656,0	46,92	14071	G5
2009	519,0	44,21	12993	G3
2009	625,0	43,32	12732	G3
2009	616,0	40,60	11851	O3
2009	574,0	44,20	13035	G3
2009	647,0	46,85	13722	G5
2009	690,0	48,67	14401	G3
2009	351,0	28,38	8313	G6
2009	242,0	16,01	5440	B1
2009	684,0	45,36	13785	G3
2010	516,0	42,13	14151	G3
2010	613,0	42,10	14604	M11
2010	632,0	38,52	13401	O3
2010	691,0	44,00	15356	NA
2010	592,4	42,20	14314	NA
2010	646,8	43,32	14291	NA
2010	670,6	43,65	14793	G6
2010	648,0	42,62	14955	M11
2010	643,9	45,17	15263	M11
2010	620,0	46,74	16542	G7
2010	559,0	39,62	14025	NA
2011	551,0	44,39	16197	G3
2011	584,0	43,94	16078	O3
2011	559,0	42,45	15447	G8
2011	675,0	51,32	19650	O3
2011	565,3	39,20	15206	O3
2011	539,6	37,53	14746	O10
2011	663,0	43,05	16656	O11
2011	548,0	33,57	12787	G5
2011	740,0	47,19	18211	M2
2011	733,0	47,06	17502	NA
2011	714,5	43,07	15393	N2
2011	519,0	29,95	11594	G9
2011	714,0	44,01	16499	G3
2011	634,0	43,50	16352	G10
